time,course,instructor,semester,observation,year,Student.AnsweringQuestion,Student.AskingQuestion,Instructor.AskingClickerQuestion,Instructor.GivingFeedback,Instructor.Lecturing,Instructor.WritingOnBoard,Instructor.MovingThroughGroup,Students.GroupWork,EffectSize.StudentPerformance
2,11,A,1,1,1,0,0,1,1,0,0,0,1,2.91
4,11,A,1,1,1,0,0,0,0,0,0,0,1,2.91
6,11,A,1,1,1,0,0,1,1,1,0,0,1,2.91
8,11,A,1,1,1,0,0,1,1,0,0,0,1,2.91
10,11,A,1,1,1,0,1,0,1,0,0,0,0,2.91
12,11,A,1,1,1,0,0,0,1,0,0,0,1,2.91
14,11,A,1,1,1,0,0,0,0,0,0,1,1,2.91
16,11,A,1,1,1,0,0,1,0,0,0,1,1,2.91
18,11,A,1,1,1,0,0,1,0,0,0,0,1,2.91
20,11,A,1,1,1,0,0,1,1,0,0,0,1,2.91
22,11,A,1,1,1,0,1,0,1,0,0,0,0,2.91
24,11,A,1,1,1,0,1,0,1,1,0,0,0,2.91
26,11,A,1,1,1,0,0,0,0,1,0,0,0,2.91
28,11,A,1,1,1,0,0,0,0,1,0,1,1,2.91
30,11,A,1,1,1,0,0,0,1,0,0,1,1,2.91
32,11,A,1,1,1,1,0,0,1,1,0,0,0,2.91
34,11,A,1,1,1,1,0,0,1,0,0,0,1,2.91
36,11,A,1,1,1,0,0,0,1,0,0,0,1,2.91
38,11,A,1,1,1,1,0,0,1,0,0,0,0,2.91
40,11,A,1,1,1,0,0,0,1,1,0,0,0,2.91
42,11,A,1,1,1,0,0,0,0,1,0,1,1,2.91
44,11,A,1,1,1,0,0,0,0,0,0,1,1,2.91
2,11,A,1,2,1,1,0,0,0,1,0,0,1,2.91
4,11,A,1,2,1,0,1,0,1,1,0,0,0,2.91
6,11,A,1,2,1,0,0,1,0,0,0,0,1,2.91
8,11,A,1,2,1,0,0,1,0,1,0,0,0,2.91
10,11,A,1,2,1,0,0,1,1,1,0,0,1,2.91
12,11,A,1,2,1,0,0,1,1,0,0,0,1,2.91
14,11,A,1,2,1,0,0,1,1,1,0,0,1,2.91
16,11,A,1,2,1,0,0,0,0,1,0,0,0,2.91
18,11,A,1,2,1,1,0,0,0,1,0,0,0,2.91
20,11,A,1,2,1,0,1,1,0,1,0,0,1,2.91
22,11,A,1,2,1,0,1,0,0,1,0,0,0,2.91
24,11,A,1,2,1,0,0,1,0,1,0,0,1,2.91
26,11,A,1,2,1,0,0,1,0,1,0,0,1,2.91
28,11,A,1,2,1,0,0,1,0,1,0,0,1,2.91
30,11,A,1,2,1,1,0,0,0,1,0,0,0,2.91
32,11,A,1,2,1,0,0,0,0,1,0,0,1,2.91
34,11,A,1,2,1,0,0,0,0,0,0,1,1,2.91
36,11,A,1,2,1,1,0,0,1,0,0,1,1,2.91
38,11,A,1,2,1,0,1,0,1,0,0,1,1,2.91
40,11,A,1,2,1,1,1,1,1,0,0,0,1,2.91
42,11,A,1,2,1,0,0,0,1,0,0,0,0,2.91
44,11,A,1,2,1,0,0,0,1,1,0,0,0,2.91
46,11,A,1,2,1,0,0,0,0,1,0,0,0,2.91
2,11,A,1,3,1,0,0,0,0,0,0,0,0,2.91
4,11,A,1,3,1,0,0,0,0,1,0,0,0,2.91
6,11,A,1,3,1,0,0,0,0,1,0,0,0,2.91
8,11,A,1,3,1,0,0,0,0,1,0,0,0,2.91
10,11,A,1,3,1,1,0,0,0,1,1,0,1,2.91
12,11,A,1,3,1,1,0,0,1,1,1,0,1,2.91
14,11,A,1,3,1,0,0,0,0,1,1,0,0,2.91
16,11,A,1,3,1,0,0,0,0,1,0,0,1,2.91
18,11,A,1,3,1,0,0,0,1,0,0,1,1,2.91
20,11,A,1,3,1,1,0,0,1,0,0,0,0,2.91
22,11,A,1,3,1,1,0,0,1,1,0,0,0,2.91
24,11,A,1,3,1,0,0,1,0,1,0,0,0,2.91
26,11,A,1,3,1,1,0,1,1,0,0,0,1,2.91
28,11,A,1,3,1,0,1,0,1,1,0,0,0,2.91
30,11,A,1,3,1,0,1,0,0,1,0,0,0,2.91
32,11,A,1,3,1,0,0,0,0,1,0,1,1,2.91
34,11,A,1,3,1,0,0,0,0,0,0,1,1,2.91
36,11,A,1,3,1,1,0,0,1,1,0,1,1,2.91
38,11,A,1,3,1,1,0,0,1,1,0,0,0,2.91
40,11,A,1,3,1,0,0,0,0,0,0,1,1,2.91
42,11,A,1,3,1,0,0,1,0,1,0,1,1,2.91
44,11,A,1,3,1,0,0,1,1,0,0,0,1,2.91
46,11,A,1,3,1,1,0,0,1,1,0,0,0,2.91
48,11,A,1,3,1,1,0,0,1,1,0,0,0,2.91
50,11,A,1,3,1,0,1,0,0,1,0,0,0,2.91
2,11,A,1,4,1,0,0,0,0,0,0,0,0,2.91
4,11,A,1,4,1,0,0,0,0,0,0,0,0,2.91
6,11,A,1,4,1,0,0,0,0,0,0,0,0,2.91
8,11,A,1,4,1,0,1,0,0,1,0,0,0,2.91
10,11,A,1,4,1,0,1,0,0,1,0,0,0,2.91
12,11,A,1,4,1,0,0,1,1,1,0,0,1,2.91
14,11,A,1,4,1,0,0,1,1,0,0,0,1,2.91
16,11,A,1,4,1,0,1,1,1,0,0,0,0,2.91
18,11,A,1,4,1,0,1,1,1,0,0,0,1,2.91
20,11,A,1,4,1,0,1,1,1,0,0,0,1,2.91
22,11,A,1,4,1,0,1,1,1,0,0,0,0,2.91
24,11,A,1,4,1,1,1,1,1,0,0,0,1,2.91
26,11,A,1,4,1,0,0,1,0,0,0,0,1,2.91
28,11,A,1,4,1,1,0,1,1,1,0,0,0,2.91
30,11,A,1,4,1,0,0,0,0,1,0,0,0,2.91
32,11,A,1,4,1,0,1,0,0,1,0,0,0,2.91
34,11,A,1,4,1,0,0,0,0,1,0,0,0,2.91
36,11,A,1,4,1,1,0,1,1,0,0,0,1,2.91
38,11,A,1,4,1,0,0,0,1,1,0,0,1,2.91
40,11,A,1,4,1,1,0,0,1,1,0,0,0,2.91
42,11,A,1,4,1,0,0,0,0,1,0,0,1,2.91
44,11,A,1,4,1,0,0,0,0,0,0,0,1,2.91
46,11,A,1,4,1,0,0,0,0,0,0,0,1,2.91
48,11,A,1,4,1,0,0,0,1,0,1,0,1,2.91
2,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
4,11,B,1,1,1,0,0,1,1,1,0,0,1,1.51
6,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
8,11,B,1,1,1,0,0,1,0,0,0,0,1,1.51
10,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
12,11,B,1,1,1,0,0,1,0,0,0,0,1,1.51
14,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
16,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
18,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
20,11,B,1,1,1,0,0,0,0,1,0,0,0,1.51
22,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
24,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
26,11,B,1,1,1,0,0,0,0,1,0,0,0,1.51
28,11,B,1,1,1,0,0,0,0,1,0,0,0,1.51
30,11,B,1,1,1,0,0,1,0,1,0,0,1,1.51
32,11,B,1,1,1,0,0,0,0,1,0,0,0,1.51
34,11,B,1,1,1,0,0,0,0,1,0,0,0,1.51
36,11,B,1,1,1,0,0,0,0,1,0,0,0,1.51
38,11,B,1,1,1,0,1,0,0,1,0,0,0,1.51
40,11,B,1,1,1,0,0,0,0,1,0,0,0,1.51
2,11,B,1,2,1,0,1,1,0,0,0,0,1,1.51
4,11,B,1,2,1,0,0,1,1,1,0,0,1,1.51
6,11,B,1,2,1,0,0,0,0,1,0,0,0,1.51
8,11,B,1,2,1,0,0,0,0,1,0,0,0,1.51
10,11,B,1,2,1,0,0,1,0,1,0,0,1,1.51
12,11,B,1,2,1,0,0,1,1,1,0,0,1,1.51
14,11,B,1,2,1,1,0,0,0,1,0,0,0,1.51
16,11,B,1,2,1,1,0,0,0,1,0,0,0,1.51
18,11,B,1,2,1,0,0,0,0,1,0,0,0,1.51
20,11,B,1,2,1,0,0,0,0,1,0,0,0,1.51
22,11,B,1,2,1,0,0,0,0,1,0,0,0,1.51
24,11,B,1,2,1,0,0,0,0,1,0,0,0,1.51
26,11,B,1,2,1,0,0,1,0,1,0,0,1,1.51
28,11,B,1,2,1,0,0,1,0,0,0,0,1,1.51
30,11,B,1,2,1,0,0,1,0,0,0,0,1,1.51
32,11,B,1,2,1,0,0,1,0,0,0,0,1,1.51
34,11,B,1,2,1,0,1,0,1,0,0,0,0,1.51
36,11,B,1,2,1,0,0,0,0,1,0,0,0,1.51
38,11,B,1,2,1,0,1,0,0,1,0,0,0,1.51
40,11,B,1,2,1,0,0,0,0,1,0,0,0,1.51
2,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
4,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
6,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
8,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
10,11,B,1,3,1,0,0,0,0,0,0,1,1,1.51
12,11,B,1,3,1,0,0,0,0,0,0,1,1,1.51
14,11,B,1,3,1,0,0,0,0,0,0,1,1,1.51
16,11,B,1,3,1,0,0,0,0,0,0,1,1,1.51
18,11,B,1,3,1,0,0,0,0,1,0,0,1,1.51
20,11,B,1,3,1,0,0,0,0,0,0,1,1,1.51
22,11,B,1,3,1,0,0,0,0,0,0,1,1,1.51
24,11,B,1,3,1,0,0,0,0,0,0,1,1,1.51
26,11,B,1,3,1,0,0,0,0,0,0,1,1,1.51
28,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
30,11,B,1,3,1,0,0,1,0,1,0,0,0,1.51
32,11,B,1,3,1,0,0,0,1,0,0,0,0,1.51
34,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
36,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
38,11,B,1,3,1,0,0,1,0,1,0,0,0,1.51
40,11,B,1,3,1,0,0,1,0,0,0,0,0,1.51
42,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
44,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
46,11,B,1,3,1,0,0,0,0,1,0,0,0,1.51
2,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
4,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
6,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
8,11,B,1,4,1,0,0,1,0,1,0,0,1,1.51
10,11,B,1,4,1,0,0,1,0,1,0,0,1,1.51
12,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
14,11,B,1,4,1,0,0,1,0,1,0,0,0,1.51
16,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
18,11,B,1,4,1,0,0,1,0,1,0,0,0,1.51
20,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
22,11,B,1,4,1,0,0,1,0,1,0,0,0,1.51
24,11,B,1,4,1,0,0,1,1,1,0,0,1,1.51
26,11,B,1,4,1,0,1,0,0,1,0,0,0,1.51
28,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
30,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
32,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
34,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
36,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
38,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
40,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
42,11,B,1,4,1,0,0,1,0,1,0,0,0,1.51
44,11,B,1,4,1,0,0,0,1,1,0,0,0,1.51
46,11,B,1,4,1,0,0,0,0,1,0,0,0,1.51
2,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
4,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
6,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
8,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
10,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
12,11,B,1,5,1,0,0,0,0,1,0,0,1,1.51
14,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
16,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
18,11,B,1,5,1,0,0,0,0,1,0,0,1,1.51
20,11,B,1,5,1,0,1,0,0,1,0,0,0,1.51
22,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
24,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
26,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
28,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
30,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
32,11,B,1,5,1,0,0,1,0,1,0,0,0,1.51
34,11,B,1,5,1,0,0,1,0,1,0,0,1,1.51
36,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
38,11,B,1,5,1,0,0,1,0,1,0,0,0,1.51
40,11,B,1,5,1,0,1,0,0,1,0,0,0,1.51
42,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
44,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
46,11,B,1,5,1,0,0,0,0,1,0,0,0,1.51
2,11,B,1,6,1,0,0,0,1,1,0,0,1,1.51
4,11,B,1,6,1,0,0,1,1,1,0,0,0,1.51
6,11,B,1,6,1,0,1,1,1,1,0,0,1,1.51
8,11,B,1,6,1,0,0,0,0,1,0,0,0,1.51
10,11,B,1,6,1,0,1,0,0,1,0,0,0,1.51
12,11,B,1,6,1,0,0,0,0,1,0,0,0,1.51
14,11,B,1,6,1,0,0,0,0,1,0,0,0,1.51
16,11,B,1,6,1,0,0,0,0,1,0,0,0,1.51
18,11,B,1,6,1,0,0,1,0,1,0,0,1,1.51
20,11,B,1,6,1,0,0,1,1,1,0,0,1,1.51
22,11,B,1,6,1,0,0,1,1,1,0,0,0,1.51
24,11,B,1,6,1,0,0,0,0,1,0,0,0,1.51
26,11,B,1,6,1,0,0,1,1,1,0,0,0,1.51
28,11,B,1,6,1,0,1,0,0,1,0,0,0,1.51
30,11,B,1,6,1,1,0,0,0,1,0,0,0,1.51
32,11,B,1,6,1,0,1,0,0,1,0,0,0,1.51
34,11,B,1,6,1,1,1,0,0,1,0,0,0,1.51
36,11,B,1,6,1,1,0,0,0,1,0,0,0,1.51
38,11,B,1,6,1,0,0,0,0,1,0,0,0,1.51
2,11,C,1,1,1,0,0,1,1,1,0,0,1,2.65
4,11,C,1,1,1,0,0,1,1,1,0,0,1,2.65
6,11,C,1,1,1,0,0,1,1,1,0,0,1,2.65
8,11,C,1,1,1,0,0,1,0,1,0,0,1,2.65
10,11,C,1,1,1,1,0,1,1,0,0,0,1,2.65
12,11,C,1,1,1,0,0,1,1,0,0,0,1,2.65
14,11,C,1,1,1,0,1,1,0,0,0,0,1,2.65
16,11,C,1,1,1,0,1,0,1,1,0,0,0,2.65
18,11,C,1,1,1,0,0,0,0,1,0,0,0,2.65
20,11,C,1,1,1,0,0,0,0,1,0,0,0,2.65
22,11,C,1,1,1,0,0,0,0,1,0,0,1,2.65
24,11,C,1,1,1,0,0,1,1,0,0,0,1,2.65
26,11,C,1,1,1,0,0,1,0,0,0,0,1,2.65
28,11,C,1,1,1,0,0,1,1,0,0,0,1,2.65
30,11,C,1,1,1,0,0,1,1,0,0,0,1,2.65
32,11,C,1,1,1,1,0,1,0,1,0,0,1,2.65
2,11,C,1,2,1,0,0,0,0,1,0,0,0,2.65
4,11,C,1,2,1,1,0,0,0,1,0,1,0,2.65
6,11,C,1,2,1,1,0,0,0,1,0,0,1,2.65
8,11,C,1,2,1,0,1,1,0,1,0,0,1,2.65
10,11,C,1,2,1,0,0,1,1,1,0,0,0,2.65
12,11,C,1,2,1,0,0,0,0,1,0,0,1,2.65
14,11,C,1,2,1,0,0,0,0,1,0,0,0,2.65
16,11,C,1,2,1,1,1,0,0,1,0,0,0,2.65
18,11,C,1,2,1,1,0,0,0,1,0,0,1,2.65
20,11,C,1,2,1,0,0,0,0,0,0,1,1,2.65
22,11,C,1,2,1,0,0,0,0,0,0,0,1,2.65
24,11,C,1,2,1,0,0,0,0,1,0,1,1,2.65
26,11,C,1,2,1,0,0,0,0,1,0,1,1,2.65
28,11,C,1,2,1,0,0,0,0,0,0,1,1,2.65
30,11,C,1,2,1,0,0,0,0,0,0,1,1,2.65
32,11,C,1,2,1,0,0,0,0,1,0,1,1,2.65
34,11,C,1,2,1,0,0,1,0,0,0,0,1,2.65
2,11,C,1,3,1,0,0,0,1,1,0,0,0,2.65
4,11,C,1,3,1,1,0,0,0,0,0,0,0,2.65
6,11,C,1,3,1,0,0,1,0,0,0,0,1,2.65
8,11,C,1,3,1,1,0,0,1,0,0,0,0,2.65
10,11,C,1,3,1,0,0,1,0,0,0,0,1,2.65
12,11,C,1,3,1,1,1,0,0,0,0,0,0,2.65
14,11,C,1,3,1,1,0,1,0,1,0,0,1,2.65
16,11,C,1,3,1,0,1,0,1,0,0,0,0,2.65
18,11,C,1,3,1,0,1,0,1,0,0,0,0,2.65
20,11,C,1,3,1,0,0,0,0,1,0,0,0,2.65
22,11,C,1,3,1,1,0,1,0,1,0,0,0,2.65
24,11,C,1,3,1,1,0,0,1,1,0,0,0,2.65
26,11,C,1,3,1,0,0,0,0,1,0,0,1,2.65
28,11,C,1,3,1,0,0,0,0,0,0,1,1,2.65
30,11,C,1,3,1,0,0,0,0,0,0,1,1,2.65
32,11,C,1,3,1,0,0,0,0,0,0,0,1,2.65
34,11,C,1,3,1,1,0,0,1,0,0,0,0,2.65
36,11,C,1,3,1,1,0,0,1,0,0,0,0,2.65
38,11,C,1,3,1,0,0,0,1,1,0,0,0,2.65
40,11,C,1,3,1,1,1,0,0,1,0,0,1,2.65
42,11,C,1,3,1,0,0,0,0,1,0,0,1,2.65
44,11,C,1,3,1,0,0,1,1,0,0,0,1,2.65
46,11,C,1,3,1,0,0,0,1,1,0,0,0,2.65
48,11,C,1,3,1,0,1,0,0,1,0,0,0,2.65
2,11,D,1,1,1,1,0,1,1,1,0,0,0,2.75
4,11,D,1,1,1,1,0,0,0,1,0,0,0,2.75
6,11,D,1,1,1,1,0,0,0,1,0,0,0,2.75
8,11,D,1,1,1,0,0,0,0,1,0,1,1,2.75
10,11,D,1,1,1,0,0,0,0,0,0,1,1,2.75
12,11,D,1,1,1,0,0,1,1,0,0,1,1,2.75
14,11,D,1,1,1,0,0,1,1,0,0,0,1,2.75
16,11,D,1,1,1,0,0,1,1,0,0,0,1,2.75
18,11,D,1,1,1,1,0,0,1,1,0,0,1,2.75
20,11,D,1,1,1,0,0,1,0,1,0,1,1,2.75
22,11,D,1,1,1,0,0,1,0,0,0,1,1,2.75
24,11,D,1,1,1,0,0,0,0,0,0,1,1,2.75
26,11,D,1,1,1,1,0,1,0,0,0,1,1,2.75
28,11,D,1,1,1,0,0,1,1,0,0,0,1,2.75
30,11,D,1,1,1,0,0,1,1,0,0,0,1,2.75
32,11,D,1,1,1,0,0,1,1,0,0,0,1,2.75
34,11,D,1,1,1,0,0,1,1,0,0,0,1,2.75
36,11,D,1,1,1,1,0,0,1,1,0,0,0,2.75
38,11,D,1,1,1,0,0,0,0,1,0,0,0,2.75
2,11,D,1,2,1,0,0,0,0,0,0,0,0,2.75
4,11,D,1,2,1,0,1,0,0,1,0,0,0,2.75
6,11,D,1,2,1,0,0,1,0,1,0,0,1,2.75
8,11,D,1,2,1,1,0,0,1,1,0,0,0,2.75
10,11,D,1,2,1,1,1,0,1,1,0,0,0,2.75
12,11,D,1,2,1,1,1,0,1,0,0,0,1,2.75
14,11,D,1,2,1,0,1,0,0,1,0,0,0,2.75
16,11,D,1,2,1,0,0,0,1,1,0,0,0,2.75
18,11,D,1,2,1,0,1,0,0,1,0,0,0,2.75
20,11,D,1,2,1,0,0,1,1,1,0,0,0,2.75
22,11,D,1,2,1,0,0,1,1,0,0,0,1,2.75
24,11,D,1,2,1,0,1,1,1,1,0,0,0,2.75
26,11,D,1,2,1,0,1,0,1,1,0,0,0,2.75
28,11,D,1,2,1,0,1,1,1,0,0,0,1,2.75
30,11,D,1,2,1,0,1,0,1,0,0,0,1,2.75
32,11,D,1,2,1,0,1,0,1,1,1,0,0,2.75
34,11,D,1,2,1,0,1,0,1,1,0,0,0,2.75
36,11,D,1,2,1,1,0,0,0,1,0,0,0,2.75
38,11,D,1,2,1,1,0,0,0,1,0,0,0,2.75
40,11,D,1,2,1,0,0,0,0,1,0,0,0,2.75
42,11,D,1,2,1,0,0,0,0,1,0,0,0,2.75
44,11,D,1,2,1,0,1,0,0,1,0,0,0,2.75
2,12,E,2,1,1,0,0,0,0,1,0,0,0,1.36
4,12,E,2,1,1,0,0,0,0,1,0,0,0,1.36
6,12,E,2,1,1,0,0,1,0,0,0,1,1,1.36
8,12,E,2,1,1,0,0,1,1,0,0,1,1,1.36
10,12,E,2,1,1,1,0,0,1,0,0,0,0,1.36
12,12,E,2,1,1,0,0,0,0,1,0,1,1,1.36
14,12,E,2,1,1,0,0,0,1,0,0,1,1,1.36
16,12,E,2,1,1,1,0,0,1,0,1,0,0,1.36
18,12,E,2,1,1,1,0,0,1,0,1,0,0,1.36
20,12,E,2,1,1,1,0,0,1,0,1,0,0,1.36
22,12,E,2,1,1,0,1,0,1,0,0,0,0,1.36
24,12,E,2,1,1,0,1,0,1,1,0,0,0,1.36
26,12,E,2,1,1,0,1,0,0,1,0,0,0,1.36
28,12,E,2,1,1,0,0,0,0,1,0,0,0,1.36
30,12,E,2,1,1,0,0,0,0,1,0,0,0,1.36
32,12,E,2,1,1,1,1,0,0,1,0,0,0,1.36
34,12,E,2,1,1,0,0,0,0,0,0,0,0,1.36
36,12,E,2,1,1,0,0,0,0,1,0,0,0,1.36
38,12,E,2,1,1,0,0,1,1,1,0,0,1,1.36
40,12,E,2,1,1,0,0,0,0,1,0,0,0,1.36
42,12,E,2,1,1,0,0,0,0,1,0,0,0,1.36
44,12,E,2,1,1,0,0,1,1,0,0,1,1,1.36
46,12,E,2,1,1,1,0,0,1,0,0,0,0,1.36
48,12,E,2,1,1,0,0,0,0,0,0,1,1,1.36
50,12,E,2,1,1,0,0,0,0,0,0,1,1,1.36
52,12,E,2,1,1,1,0,0,1,0,1,1,1,1.36
54,12,E,2,1,1,1,0,0,1,0,1,0,0,1.36
56,12,E,2,1,1,0,0,0,1,0,1,0,0,1.36
58,12,E,2,1,1,1,0,0,1,0,1,0,0,1.36
60,12,E,2,1,1,1,1,0,1,0,1,0,0,1.36
62,12,E,2,1,1,0,1,0,1,0,1,0,0,1.36
64,12,E,2,1,1,1,1,0,1,0,1,0,0,1.36
66,12,E,2,1,1,0,1,0,1,0,1,0,0,1.36
68,12,E,2,1,1,0,0,0,1,0,0,0,0,1.36
70,12,E,2,1,1,0,1,0,1,0,0,0,0,1.36
72,12,E,2,1,1,0,1,0,1,1,0,0,0,1.36
74,12,E,2,1,1,0,0,0,0,1,0,0,0,1.36
76,12,E,2,1,1,1,0,0,1,0,1,0,0,1.36
78,12,E,2,1,1,1,0,0,1,0,1,0,0,1.36
80,12,E,2,1,1,1,0,0,1,0,1,0,0,1.36
2,12,E,2,2,1,0,0,0,0,0,0,0,0,1.36
4,12,E,2,2,1,0,0,0,0,0,0,0,1,1.36
6,12,E,2,2,1,0,0,0,0,0,0,1,1,1.36
8,12,E,2,2,1,1,0,0,1,0,1,0,1,1.36
10,12,E,2,2,1,1,0,0,1,0,1,0,0,1.36
12,12,E,2,2,1,1,0,0,1,0,1,0,0,1.36
14,12,E,2,2,1,0,0,0,1,0,0,0,0,1.36
16,12,E,2,2,1,0,0,0,1,1,0,0,0,1.36
18,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
20,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
22,12,E,2,2,1,0,0,0,0,1,0,0,1,1.36
24,12,E,2,2,1,0,0,0,0,0,0,1,1,1.36
26,12,E,2,2,1,1,0,0,1,0,1,1,1,1.36
28,12,E,2,2,1,1,0,0,1,0,1,0,0,1.36
30,12,E,2,2,1,1,0,1,1,0,1,0,1,1.36
32,12,E,2,2,1,1,0,0,1,0,1,0,0,1.36
34,12,E,2,2,1,1,0,0,1,0,1,0,0,1.36
36,12,E,2,2,1,1,1,0,1,0,0,0,0,1.36
38,12,E,2,2,1,0,1,0,1,0,0,0,0,1.36
40,12,E,2,2,1,0,1,0,1,1,0,0,0,1.36
42,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
44,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
46,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
48,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
50,12,E,2,2,1,0,0,0,0,1,0,1,1,1.36
52,12,E,2,2,1,0,0,0,0,0,0,1,1,1.36
54,12,E,2,2,1,0,0,0,0,0,0,1,1,1.36
56,12,E,2,2,1,0,0,1,1,0,0,1,1,1.36
58,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
60,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
62,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
64,12,E,2,2,1,0,0,0,0,0,0,1,1,1.36
66,12,E,2,2,1,0,0,0,0,0,0,1,1,1.36
68,12,E,2,2,1,1,0,0,1,0,1,1,1,1.36
70,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
72,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
74,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
76,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
78,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
2,12,F,1,1,1,0,0,0,0,1,1,0,0,1.41
4,12,F,1,1,1,0,0,0,0,1,1,1,1,1.41
6,12,F,1,1,1,0,0,0,0,0,0,1,1,1.41
8,12,F,1,1,1,0,0,0,0,0,0,1,1,1.41
10,12,F,1,1,1,0,0,0,0,0,1,1,1,1.41
12,12,F,1,1,1,0,0,0,0,0,0,1,1,1.41
14,12,F,1,1,1,0,0,0,0,1,1,0,1,1.41
16,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
18,12,F,1,1,1,1,0,0,1,0,1,0,0,1.41
20,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
22,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
24,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
26,12,F,1,1,1,0,0,0,0,1,0,0,1,1.41
28,12,F,1,1,1,0,0,0,0,0,1,1,1,1.41
30,12,F,1,1,1,1,0,0,1,0,1,1,1,1.41
32,12,F,1,1,1,1,0,0,1,0,1,0,0,1.41
34,12,F,1,1,1,1,0,0,1,0,1,0,0,1.41
36,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
38,12,F,1,1,1,0,0,0,1,1,1,0,0,1.41
40,12,F,1,1,1,0,0,0,0,1,1,0,0,1.41
42,12,F,1,1,1,0,0,0,0,1,1,0,0,1.41
44,12,F,1,1,1,0,0,0,0,1,0,0,0,1.41
46,12,F,1,1,1,0,0,0,0,1,0,0,0,1.41
2,12,G,1,1,1,0,0,0,0,0,0,0,0,0.97
4,12,G,1,1,1,1,0,0,0,0,0,0,0,0.97
6,12,G,1,1,1,0,0,0,0,0,0,0,1,0.97
8,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
10,12,G,1,1,1,1,0,0,1,0,0,0,0,0.97
12,12,G,1,1,1,0,0,0,1,1,0,0,0,0.97
14,12,G,1,1,1,1,0,0,0,1,0,0,0,0.97
16,12,G,1,1,1,0,1,0,0,0,0,1,1,0.97
18,12,G,1,1,1,0,0,0,0,0,0,1,1,0.97
20,12,G,1,1,1,0,0,0,1,0,0,1,1,0.97
22,12,G,1,1,1,1,0,0,0,0,1,0,0,0.97
